"faction"#"name"#"x coordinate"#"y coordinate"#"Resource Value"
"Comstar"#"Terra"#0#0#10
"Federated Suns"#"Ulysses"#417,02#-17,73#0,5
"Federated Suns"#"Uravan"#76,15#-267,84#0,5
"Federated Suns"#"Urich"#433,19#19,04#0,5
"Federated Suns"#"Vackisujfalu"#470,48#-288,97#0,5
"Federated Suns"#"Valexa"#112,67#-88,15#0,5
"Federated Suns"#"Vandalia"#481,96#-66,76#0,5
"Federated Suns"#"Vaucluse"#501,26#-163,52#0,5
"Federated Suns"#"Velhas"#69,89#-281,14#0,5
"Federated Suns"#"Verde"#353,12#12,78#0,5
"Federated Suns"#"Verdigreis"#376,07#-333,56#0,5
"Federated Suns"#"Verlo"#101,45#-305,66#0,5
"Federated Suns"#"Vibrunum"#536,2#-20,86#0,5
"Federated Suns"#"Vicente"#453,01#-70,42#0,5
"Federated Suns"#"Victoria"#227,68#-178,39#0,5
"Federated Suns"#"Waimalu"#411,8#-179,95#0,5
"Federated Suns"#"Waipahu"#430,32#-189,6#0,5
"Federated Suns"#"Wapakoneta"#240,46#69,89#0,5
"Federated Suns"#"Wappingers"#176,82#-233,16#0,5
"Federated Suns"#"Warren"#300,7#-331,22#0,5
"Federated Suns"#"Waunakee"#320,26#15,13#0,5
"Federated Suns"#"Waxell"#281,92#-181,52#0,5
"Federated Suns"#"Wedgefield"#374,77#-164,04#0,5
"Federated Suns"#"Weekapaug"#108,75#-227,42#0,5
"Federated Suns"#"Weippe"#320,26#-309,83#0,5
"Federated Suns"#"Weldon"#433,45#-93,63#0,5
"Federated Suns"#"Talon/Wernke"#250,63#-232,89#0,5
"Federated Suns"#"Wetumpka"#532,03#-165,87#0,5
"Federated Suns"#"Willowick"#331,22#-75,11#0,5
"Federated Suns"#"Winfield"#542,2#23,73#0,5
"Federated Suns"#"Woodbine"#508,3#23,99#0,5
"Federated Suns"#"Wrentham"#172,13#-328,35#0,5
"Federated Suns"#"Wroxeter"#167,96#-59,46#0,5
"Federated Suns"#"Xenia"#461,62#-89,72#0,5
"Federated Suns"#"Xhosa VII"#175,52#14,6#0,5
"Federated Suns"#"Ziliang"#69,11#-266,54#0,5
"Federated Suns"#"Zolfo"#532,03#-72,5#0,5
"Draconis Combine"#"Abagnar"#383,64#317,65#0,5
"Draconis Combine"#"Abiy Adi"#352,6#317,39#0,5
"Draconis Combine"#"Ad Duwayd"#365,12#377,9#0,5
"Draconis Combine"#"Agematsu"#256,11#187,25#0,5
"Draconis Combine"#"Aix-la-Chapelle"#76,68#164,04#0,5
"Draconis Combine"#"Al Hillah"#-23,47#180,21#0,5
"Draconis Combine"#"Al Na'ir"#60,77#31,56#0,5
"Draconis Combine"#"Albalii"#71,72#79,28#0,5
"Draconis Combine"#"Albiero"#151,79#359,9#0,5
"Draconis Combine"#"Algate"#326,52#381,55#0,5
"Draconis Combine"#"Algedi"#66,76#96,24#0,5
"Draconis Combine"#"Alleghe"#-9,91#409,72#0,5
"Draconis Combine"#"Almunge"#165,09#400,59#0,5
"Draconis Combine"#"Alnasi"#2,87#117,1#0,5
"Draconis Combine"#"Alrakis"#-20,08#82,67#0,5
"Draconis Combine"#"Alshain"#58,68#281,14#0,5
"Draconis Combine"#"Altair"#9,39#14,08#0,5
"Draconis Combine"#"Altais"#37,56#110,84#0,5
"Draconis Combine"#"Altdorf"#336,17#120,49#0,5
"Draconis Combine"#"Altenmarkt"#13,82#225,85#0,5
"Draconis Combine"#"Altona"#286,1#425,36#0,5
"Draconis Combine"#"Alya"#26,6#97,54#0,5
"Draconis Combine"#"An Ting"#304,35#110,84#0,5
"Draconis Combine"#"Ancha"#76,15#36,51#0,5
"Draconis Combine"#"Annapolis"#166,13#131,96#0,5
"Draconis Combine"#"Apriki"#174,74#122,58#0,5
"Draconis Combine"#"Ardoz"#46,68#248,02#0,5
"Draconis Combine"#"Arkab"#77,98#202,64#0,5
"Draconis Combine"#"Arlington"#214,64#100,67#0,5
"Draconis Combine"#"Ascella"#21,12#75,11#0,5
"Draconis Combine"#"Asgard"#127,79#268,62#0,5
"Draconis Combine"#"Ashio"#74,07#68,07#0,5
"Draconis Combine"#"Asta"#4,17#25,82#0,5
"Draconis Combine"#"Athenry"#17,73#31,3#0,5
"Draconis Combine"#"Atria"#-16,17#52,16#0,5
"Draconis Combine"#"Aubisson"#4,43#147,87#0,5
"Draconis Combine"#"Avon"#151,26#254,28#0,5
"Draconis Combine"#"Awano"#96,76#162,48#0,5
"Draconis Combine"#"Babuyan"#88,67#225,33#0,5
"Draconis Combine"#"Bad News"#425,89#197,16#0,5
"Draconis Combine"#"Baldur"#80,59#189,86#0,5
"Draconis Combine"#"Balsta"#29,21#416,5#0,5
"Draconis Combine"#"Ban Na San"#363,03#222,72#0,5
"Draconis Combine"#"Bangor"#178,13#352,86#0,5
"Draconis Combine"#"Barlow's Folly"#174,74#67,55#0,5
"Draconis Combine"#"Basiliano"#-37,29#344,52#0,5
"Draconis Combine"#"Benjamin"#125,18#135,88#0,5
"Draconis Combine"#"Beta Mensae V"#320#130,4#0,5
"Draconis Combine"#"Bicester"#149,96#230,03#0,5
"Draconis Combine"#"Biham"#72,5#37,03#0,5
"Draconis Combine"#"Bjarred"#245,15#411,8#0,5
"Draconis Combine"#"Brailsford"#330,43#388,59#0,5
"Draconis Combine"#"Braunton"#130,4#239,41#0,5
"Draconis Combine"#"Brihuega"#358,08#394,59#0,5
"Draconis Combine"#"Brocchi's Cluster"#162,22#391,2#0,5
"Draconis Combine"#"Bruben"#-5,74#391,98#0,5
"Draconis Combine"#"Buckminster"#17,73#156,22#0,5
"Draconis Combine"#"Budingen"#385,72#163,52#0,5
"Draconis Combine"#"Byesville"#133,79#338,78#0,5
"Draconis Combine"#"Cadiz"#123,1#150,48#0,5
"Draconis Combine"#"Caldrea"#34,16#195,08#0,5
"Draconis Combine"#"Camlann"#0,52#167,17#0,5
"Draconis Combine"#"Capra"#343,47#106,67#0,5
"Draconis Combine"#"Caripare"#148,13#293,92#0,5
"Draconis Combine"#"Casere"#78,5#346,86#0,5
"Draconis Combine"#"Cebalrai"#-8,35#120,49#0,5
"Draconis Combine"#"Chandler"#47,47#209,16#0,5
"Draconis Combine"#"Chapineria"#294,7#395,63#0,5
"Draconis Combine"#"Charity"#318,44#268,36#0,5
"Draconis Combine"#"Chatham"#182,56#252,45#0,5
"Draconis Combine"#"Cheriton"#246,98#331,48#0,5
"Draconis Combine"#"Chichibu"#91,28#75,63#0,5
"Draconis Combine"#"Chinmen Tao"#344,26#217,51#0,5
"Draconis Combine"#"Chirala"#389,11#243,07#0,5
"Draconis Combine"#"Chorley"#335,91#383,12#0,5
"Draconis Combine"#"Chupadero"#230,03#382,85#0,5
"Draconis Combine"#"Clearfield"#266,02#330,43#0,5
"Draconis Combine"#"Constance"#100,93#432,93#0,5
"Draconis Combine"#"Corsica Nueva"#195,86#229,24#0,5
"Draconis Combine"#"Cosenza"#328,87#163#0,5
"Draconis Combine"#"Coudoux"#182,3#386,24#0,5
"Draconis Combine"#"Courchevel"#95,97#347,91#0,5
"Draconis Combine"#"Csesztreg"#-69,89#394,85#0,5
"Draconis Combine"#"Cylene"#106,93#25,3#0,5
"Draconis Combine"#"Cyrenaica"#168,74#280,36#0,5
"Draconis Combine"#"Dabih"#60,51#84,76#0,5
"Draconis Combine"#"Damian"#73,55#463,44#0,5
"Draconis Combine"#"Darius"#65,72#206,55#0,5
"Draconis Combine"#"Dawn"#29,47#378,68#0,5
"Draconis Combine"#"Dehgolan"#5,48#200,82#0,5
"Draconis Combine"#"Delacruz"#375,81#114,23#0,5
"Draconis Combine"#"Delitzsch"#329,39#148,13#0,5
"Draconis Combine"#"Deneb Algedi"#41,47#26,34#0,5
"Draconis Combine"#"Dieron"#13,04#15,39#0,5
"Draconis Combine"#"Diosd"#-2,35#232,63#0,5
"Draconis Combine"#"Dnepropetrovsk"#302,01#170,3#0,5
"Draconis Combine"#"Donenac"#202,12#89,72#0,5
"Draconis Combine"#"Dover"#133,79#203,16#0,5
"Draconis Combine"#"Dromini VI"#-21,12#66,76#0,5
"Draconis Combine"#"Dumaring"#80,33#225,33#0,5
"Draconis Combine"#"Dyev"#5,74#41,21#0,5
"Draconis Combine"#"Dyfed"#127,27#215,68#0,5
"Draconis Combine"#"Ebensburg"#239,41#304,09#0,5
"Draconis Combine"#"Echo"#290,01#372,94#0,5
"Draconis Combine"#"Eguilles"#37,56#235,24#0,5
"Draconis Combine"#"Eltanin"#-1,83#100,67#0,5
"Draconis Combine"#"Engadin"#20,08#339,56#0,5
"Draconis Combine"#"Espakeh"#304,61#344,78#0,5
"Draconis Combine"#"Falsterbo"#172,39#148,92#0,5
"Draconis Combine"#"Fellanin II"#133,27#33,12#0,5
"Draconis Combine"#"Feltre"#-20,34#365,38#0,5
"Draconis Combine"#"Ferleiten"#25,56#357,04#0,5
"Draconis Combine"#"Fukuroi"#111,62#135,36#0,5
"Draconis Combine"#"Galedon V"#336,17#175,26#0,5
"Draconis Combine"#"Galuzzo"#-15,65#253,24#0,5
"Draconis Combine"#"Gandy's Luck"#252,45#93,89#0,5
"Draconis Combine"#"Garstedt"#127,27#385,46#0,5
"Draconis Combine"#"Goito"#45,12#335,91#0,5
"Draconis Combine"#"Goubellat"#354,43#166,65#0,5
"Draconis Combine"#"Gram"#54,77#145,79#0,5
"Draconis Combine"#"Gravenhage"#307,48#429,8#0,5
"Draconis Combine"#"Grumium"#-4,96#188,56#0,5
"Draconis Combine"#"Gunzburg"#12,52#292,88#0,5
"Draconis Combine"#"Hachiman"#255,06#153,61#0,5
"Draconis Combine"#"Hagiwawa"#124,66#113,19#0,5
"Draconis Combine"#"Hainfeld"#-13,56#270,97#0,5
"Draconis Combine"#"Halesowen"#36,77#254,02#0,5
"Draconis Combine"#"Halstead Station"#78,76#44,34#0,5
"Draconis Combine"#"Handa"#277,23#141,88#0,5
"Draconis Combine"#"Hanover"#168,74#367,47#0,5
"Draconis Combine"#"Hartshill"#326,52#411,28#0,5
"Draconis Combine"#"Harvest"#-62,59#378,68#0,5
"Draconis Combine"#"Hassi'R'mel"#291,31#281,4#0,5
"Draconis Combine"#"Havdhem"#184,91#187,25#0,5
"Draconis Combine"#"Heiligendreuz"#3,39#280,36#0,5
"Draconis Combine"#"Helsingfors"#145#154,13#0,5
"Draconis Combine"#"Hermagor"#23,99#392,5#0,5
"Draconis Combine"#"Herndon"#227,42#335,39#0,5
"Draconis Combine"#"Hohenems"#-18,52#351,56#0,5
"Draconis Combine"#"Holmsbu"#58,16#443,62#0,5
"Draconis Combine"#"Homam"#147,61#52,42#0,5
"Draconis Combine"#"Hongor"#393,55#317,13#0,5
"Draconis Combine"#"Huaide"#380,25#289,23#0,5
"Draconis Combine"#"Huan"#307,48#99,1#0,5
"Draconis Combine"#"Hun Ho"#252,45#137,96#0,5
"Draconis Combine"#"Hyner"#206,03#330,96#0,5
"Draconis Combine"#"Hyperion"#-19,56#279,58#0,5
"Draconis Combine"#"Idlewind"#124,66#432,93#0,5
"Draconis Combine"#"Igualada"#292,88#115,27#0,5
"Draconis Combine"#"Iijima"#213,07#197,95#0,5
"Draconis Combine"#"Imbros III"#-2,09#34,43#0,5
"Draconis Combine"#"Imbross III"#-2,09#34,34#0,5
"Draconis Combine"#"Irece"#207,86#296,79#0,5
"Draconis Combine"#"Irurzun"#188,56#98,58#0,5
"Draconis Combine"#"Isesaki"#279,58#195,6#0,5
"Draconis Combine"#"Itabiana"#128,31#310,35#0,5
"Draconis Combine"#"Jabuka"#-28,69#221,42#0,5
"Draconis Combine"#"Jarett"#102,76#471,79#0,5
"Draconis Combine"#"Jeanette"#224,03#370,6#0,5
"Draconis Combine"#"Jeronimo"#184,65#343,73#0,5
"Draconis Combine"#"Jezersko"#88,93#373,2#0,5
"Draconis Combine"#"Juazeiro"#164,04#304,35#0,5
"Draconis Combine"#"Junction"#136,14#79,54#0,5
"Draconis Combine"#"Kabah"#208,9#372,94#0,5
"Draconis Combine"#"Kaesong"#60,24#299,4#0,5
"Draconis Combine"#"Kagoshima"#202,9#257,15#0,5
"Draconis Combine"#"Kajikazawa"#89,19#143,96#0,5
"Draconis Combine"#"Kamarod"#349,47#363,56#0,5
"Draconis Combine"#"Kandis"#-6,52#324,96#0,5
"Draconis Combine"#"Kanowit"#88,15#242,54#0,5
"Draconis Combine"#"Karbala"#-23,99#198,47#0,5
"Draconis Combine"#"Karston"#-10,43#279,58#0,5
"Draconis Combine"#"Kaus Australis"#5,74#84,24#0,5
"Draconis Combine"#"Kaus Borealis"#11,48#97,28#0,5
"Draconis Combine"#"Kaus Media"#7,82#80,85#0,5
"Draconis Combine"#"Kawabe"#242,8#136,92#0,5
"Draconis Combine"#"Kazanka"#448,58#231,85#0,5
"Draconis Combine"#"Kaznejov"#332,52#133,79#0,5
"Draconis Combine"#"Keihoku"#309,83#213,86#0,5
"Draconis Combine"#"Kempten"#45,64#310,87#0,5
"Draconis Combine"#"Kervil"#34,43#46,42#0,5
"Draconis Combine"#"Kessel"#-13,3#84,24#0,5
"Draconis Combine"#"Kiamba"#71,72#242,02#0,5
"Draconis Combine"#"Kiesen"#51,38#218,29#0,5
"Draconis Combine"#"Kilmarnock"#174,21#265,49#0,5
"Draconis Combine"#"Kimball II"#-35,99#100,67#0,5
"Draconis Combine"#"Kirchbach"#-39,38#386,24#0,5
"Draconis Combine"#"Kirei Na Niwa"#300,44#148,66#0,5
"Draconis Combine"#"Kitalpha"#113,97#97,8#0,5
"Draconis Combine"#"Ko"#-18,26#44,34#0,5
"Draconis Combine"#"Kokpekty"#416,5#305,14#0,5
"Draconis Combine"#"Komephoros"#-34,43#92,84#0,5
"Draconis Combine"#"Konstance"#-20,34#97,28#0,5
"Draconis Combine"#"Koping Chian"#182,82#117,36#0,5
"Draconis Combine"#"Korramabad"#376,07#367,73#0,5
"Draconis Combine"#"Koulen"#375,03#231,33#0,5
"Draconis Combine"#"Koumi"#201,08#172,39#0,5
"Draconis Combine"#"Krenice"#57,38#232,37#0,5
"Draconis Combine"#"Kufstein"#-11,21#344,52#0,5
"Draconis Combine"#"Kurhah"#105,1#57,38#0,5
"Draconis Combine"#"Kuzuu"#23,21#67,29#0,5
"Draconis Combine"#"Labrea"#140,05#328,35#0,5
"Draconis Combine"#"Lambrecht"#13,56#58,16#0,5
"Draconis Combine"#"Land's End"#411,54#322,87#0,5
"Draconis Combine"#"Lapida II"#113,97#51,64#0,5
"Draconis Combine"#"Last Frontier"#80,85#391,46#0,5
"Draconis Combine"#"Leiston"#176,04#236,81#0,5
"Draconis Combine"#"Leoben"#41,73#408,93#0,5
"Draconis Combine"#"Leyland"#311,4#396,42#0,5
"Draconis Combine"#"Liezen"#-21,12#383,64#0,5
"Draconis Combine"#"Linqing"#344,78#313,22#0,5
"Draconis Combine"#"Ljugarn"#199,77#121,53#0,5
"Draconis Combine"#"Lonaconing"#260,28#377,9#0,5
"Draconis Combine"#"Lothan"#-9,91#222,72#0,5
"Draconis Combine"#"Lovinac"#-29,47#393,81#0,5
"Draconis Combine"#"Loysville"#294,44#322,87#0,5
"Draconis Combine"#"Ludwig"#163,52#77,72#0,5
"Draconis Combine"#"Luthien"#169,26#252,72#0,5
"Draconis Combine"#"Luzerne"#125,44#354,95#0,5
"Draconis Combine"#"Macksburg"#278,8#344,78#0,5
"Draconis Combine"#"Maldonado"#214,12#323,91#0,5
"Draconis Combine"#"Mannedorf"#49,55#228,98#0,5
"Draconis Combine"#"Marawi"#62,85#267,32#0,5
"Draconis Combine"#"Marfik"#-40,95#98,58#0,5
"Draconis Combine"#"Markab"#98,58#23,47#0,5
"Draconis Combine"#"Marlowe's Rift"#236,81#88,67#0,5
"Draconis Combine"#"Marshdale"#164,83#333,04#0,5
"Draconis Combine"#"Matamoras"#254,8#352,34#0,5
"Draconis Combine"#"Matar"#163,52#56,85#0,5
"Draconis Combine"#"Matsuida"#280,88#130,14#0,5
"Draconis Combine"#"Maule"#32,08#247,5#0,5
"Draconis Combine"#"McAlister"#215,16#346,34#0,5
"Draconis Combine"#"Meilen"#60,51#221,68#0,5
"Draconis Combine"#"Meinacos"#202,9#297,83#0,5
"Draconis Combine"#"Memmingen"#6,52#311,4#0,5
"Draconis Combine"#"Mersa Matruh"#132,49#170,56#0,5
"Draconis Combine"#"Midway"#249,85#204,99#0,5
"Draconis Combine"#"Minakuchi"#64,42#117,62#0,5
"Draconis Combine"#"Minowa"#185,17#158,83#0,5
"Draconis Combine"#"Misery"#276,71#85,8#0,5
"Draconis Combine"#"Miyada"#312,96#247,24#0,5
"Draconis Combine"#"Mizunami"#348,69#234,2#0,5
"Draconis Combine"#"Monistrol"#160,91#124,66#0,5
"Draconis Combine"#"Monywa"#352,08#268,1#0,5
"Draconis Combine"#"Moore"#5,74#64,68#0,5
"Draconis Combine"#"Moritz"#-32,6#322,35#0,5
"Draconis Combine"#"Mozirje"#-39,12#365,38#0,5
"Draconis Combine"#"Mualang"#97,28#268,1#0,5
"Draconis Combine"#"Multan"#366,95#332#0,5
"Draconis Combine"#"Murchison"#75,37#20,08#0,5
"Draconis Combine"#"Nadrin"#316,09#154,13#0,5
"Draconis Combine"#"Najha"#35,99#213,07#0,5
"Draconis Combine"#"Nakaojo"#289,75#184,91#0,5
"Draconis Combine"#"Nashira"#48,77#35,99#0,5
"Draconis Combine"#"New Bergen"#19,56#406,59#0,5
"Draconis Combine"#"New Caledonia"#-59,72#409,2#0,5
"Draconis Combine"#"New Mendham"#180,73#59,98#0,5
"Draconis Combine"#"New Oslo"#15,39#389,64#0,5
"Draconis Combine"#"New Samarkand"#362,77#250,89#0,5
"Draconis Combine"#"New Wessex"#-12,52#114,49#0,5
"Draconis Combine"#"Ningxia"#317,65#316,09#0,5
"Draconis Combine"#"Nirasaki"#34,69#19,56#0,5
"Draconis Combine"#"Nowhere"#372,42#406,85#0,5
"Draconis Combine"#"Nox"#13,3#242,02#0,5
"Draconis Combine"#"Numki"#49,55#202,9#0,5
"Draconis Combine"#"Nykvarn"#124,4#392,24#0,5
"Draconis Combine"#"Odabasi"#71,72#215,68#0,5
"Draconis Combine"#"Ogano"#83,72#213,07#0,5
"Draconis Combine"#"Omagh"#154,13#213,33#0,5
"Draconis Combine"#"Orestes"#-26,34#169,52#0,5
"Draconis Combine"#"Oshika"#241,24#178,39#0,5
"Draconis Combine"#"Osmus Saar"#150,74#175,52#0,5
"Draconis Combine"#"Otho"#78,5#177,6#0,5
"Draconis Combine"#"Outer Volta"#156,74#320,78#0,5
"Draconis Combine"#"Outpost"#15,39#430,32#0,5
"Draconis Combine"#"Paracale"#100,67#217,51#0,5
"Draconis Combine"#"Paris"#193,51#47,99#0,5
"Draconis Combine"#"Peacock"#137,7#185,69#0,5
"Draconis Combine"#"Pesht"#207,86#312,7#0,5
"Draconis Combine"#"Philadelphia"#193,25#210,73#0,5
"Draconis Combine"#"Piedmont"#79,02#78,5#0,5
"Draconis Combine"#"Pike IV"#20,34#39,64#0,5
"Draconis Combine"#"Pilkhua"#33,9#208,12#0,5
"Draconis Combine"#"Pinnacle"#72,5#434,75#0,5
"Draconis Combine"#"Polcenigo"#110,06#378,16#0,5
"Draconis Combine"#"Pomme De Terre"#56,85#366,16#0,5
"Draconis Combine"#"Pondicherry"#405,28#241,24#0,5
"Draconis Combine"#"Port Arthur"#132,75#257,67#0,5
"Draconis Combine"#"Predlitz"#44,08#357,82#0,5
"Draconis Combine"#"Proserpina"#161,17#34,16#0,5
"Draconis Combine"#"Pusht-i-rud"#376,07#351,82#0,5
"Draconis Combine"#"Qandahar"#320,78#361,47#0,5
"Draconis Combine"#"Quarell"#-30,77#234,72#0,5
"Draconis Combine"#"Radlje"#58,16#380,25#0,5
"Draconis Combine"#"Radstadt"#41,73#319,48#0,5
"Draconis Combine"#"Ramgarh"#395,37#226,9#0,5
"Draconis Combine"#"Ramsau"#-0,26#224,55#0,5
"Draconis Combine"#"Rasalhague"#39,64#393,29#0,5
"Draconis Combine"#"Reisling's Planet"#177,34#81,37#0,5
"Draconis Combine"#"Richmond"#131,96#459,53#0,5
"Draconis Combine"#"Rockland"#151,26#423,02#0,5
"Draconis Combine"#"Rodigo"#-17,47#396,94#0,5
"Draconis Combine"#"Rubigen"#30,77#219,85#0,5
"Draconis Combine"#"Rukbat"#42,51#109,8#0,5
"Draconis Combine"#"Saaremaa"#140,05#138,22#0,5
"Draconis Combine"#"Sabik"#-12,78#57,64#0,5
"Draconis Combine"#"Sadachbia"#83,72#37,56#0,5
"Draconis Combine"#"Sadalbari"#139,01#43,29#0,5
"Draconis Combine"#"Sakai"#110,32#207,86#0,5
"Draconis Combine"#"Sakuranoki"#284,79#161,44#0,5
"Draconis Combine"#"Salford"#342,43#406,85#0,5
"Draconis Combine"#"Sanda"#236#196,38#0,5
"Draconis Combine"#"Satalice"#6#263,15#0,5
"Draconis Combine"#"Savinsville"#143,18#359,38#0,5
"Draconis Combine"#"Sawyer"#252,72#396,16#0,5
"Draconis Combine"#"Scheat"#170,04#42,25#0,5
"Draconis Combine"#"Schirmeck"#370,34#158,04#0,5
"Draconis Combine"#"Schuyler"#123,36#370,34#0,5
"Draconis Combine"#"Schwartz"#177,87#430,58#0,5
"Draconis Combine"#"Senorbi"#348,69#151,26#0,5
"Draconis Combine"#"Sertar"#315,57#294,96#0,5
"Draconis Combine"#"Setubal"#44,6#239,68#0,5
"Draconis Combine"#"Shaul Khala"#221,42#134,57#0,5
"Draconis Combine"#"Shaula"#-31,04#271,75#0,5
"Draconis Combine"#"Sheliak"#64,94#292,62#0,5
"Draconis Combine"#"Shibukawa"#117,62#184,91#0,5
"Draconis Combine"#"Shimonita"#94,67#83,2#0,5
"Draconis Combine"#"Shimonoseki"#214,38#250,63#0,5
"Draconis Combine"#"Shimosuwa"#46,42#136,66#0,5
"Draconis Combine"#"Shinonoi"#80,59#54,51#0,5
"Draconis Combine"#"Shionoha"#-5,74#135,62#0,5
"Draconis Combine"#"Shirotori"#18,26#191,43#0,5
"Draconis Combine"#"Shitara"#41,99#88,41#0,5
"Draconis Combine"#"Sighisoara"#305,14#240,46#0,5
"Draconis Combine"#"Silkeborg"#183,08#187,52#0,5
"Draconis Combine"#"Simferopol"#308,53#190,38#0,5
"Draconis Combine"#"Sinope"#385,98#197,16#0,5
"Draconis Combine"#"Skallevoll"#67,29#440,23#0,5
"Draconis Combine"#"Skandia"#22,95#253,76#0,5
"Draconis Combine"#"Skat"#94,15#27,12#0,5
"Draconis Combine"#"Skokie"#-41,99#325,48#0,5
"Draconis Combine"#"Slaithwaite"#328,87#396,68#0,5
"Draconis Combine"#"Soul"#380,77#281,66#0,5
"Draconis Combine"#"Soverzene"#87,89#320#0,5
"Draconis Combine"#"Spittal"#59,72#347,65#0,5
"Draconis Combine"#"St. John"#-13,56#404,5#0,5
"Draconis Combine"#"Stanzach"#14,6#318,7#0,5
"Draconis Combine"#"Stapelfeld"#220,12#396,68#0,5
"Draconis Combine"#"Sternwerde"#64,42#250,89#0,5
"Draconis Combine"#"Styx"#26,08#25,82#0,5
"Draconis Combine"#"Suianheer"#423,28#248,8#0,5
"Draconis Combine"#"Sulafat"#48,77#185,95#0,5
"Draconis Combine"#"Susquehanna"#52,68#424,32#0,5
"Draconis Combine"#"Sutama"#91,54#124,92#0,5
"Draconis Combine"#"Svelvik"#17,47#415,19#0,5
"Draconis Combine"#"Sverdlovsk"#344,26#185,95#0,5
"Draconis Combine"#"Tabayama"#411,28#235,24#0,5
"Draconis Combine"#"Tamsalu"#169,26#165,87#0,5
"Draconis Combine"#"Tanh Linh"#91,02#234,46#0,5
"Draconis Combine"#"Tannil"#123,1#57,9#0,5
"Draconis Combine"#"Tarazed"#127,27#253,76#0,5
"Draconis Combine"#"Tarnby"#269,15#432,93#0,5
"Draconis Combine"#"Tatsuno"#206,29#156,48#0,5
"Draconis Combine"#"Telos IV"#44,34#40,68#0,5
"Draconis Combine"#"Teniente"#187,78#310,09#0,5
"Draconis Combine"#"Thannhausen"#-8,61#294,7#0,5
"Draconis Combine"#"The Edge"#-33,9#410,76#0,5
"Draconis Combine"#"Thessalonika"#74,85#307,48#0,5
"Draconis Combine"#"Thestria"#293,45#80,68#0,5
"Draconis Combine"#"Thimphu"#349,73#288,97#0,5
"Draconis Combine"#"Thule"#93,89#459,27#0,5
"Draconis Combine"#"Thun"#-18#262,1#0,5
"Draconis Combine"#"Tiflis"#357,3#197,43#0,5
"Draconis Combine"#"Tinaca"#71,2#276,19#0,5
"Draconis Combine"#"Toffen"#41,99#223,77#0,5
"Draconis Combine"#"Togura"#226,37#154,92#0,5
"Draconis Combine"#"Tok Do"#94,41#169,26#0,5
"Draconis Combine"#"Tripoli"#201,34#53,46#0,5
"Draconis Combine"#"Trolloc Prime"#33,9#172,65#0,5
"Draconis Combine"#"Trondheim"#73,28#408,93#0,5
"Draconis Combine"#"Tsukude"#20,34#120,49#0,5
"Draconis Combine"#"Tukayyid"#-4,69#212,55#0,5
"Draconis Combine"#"Turtle Bay"#154,13#404,5#0,5
"Draconis Combine"#"Ueda"#-14,6#236,02#0,5
"Draconis Combine"#"Umijiri"#124,92#107,45#0,5
"Draconis Combine"#"Unity"#226,64#290,01#0,5
"Draconis Combine"#"Unzmarkt"#0#368,25#0,5
"Draconis Combine"#"Utrecht"#23,73#238,63#0,5
"Draconis Combine"#"Valentina"#401,37#142,92#0,5
"Draconis Combine"#"Valmiera"#190,64#133,27#0,5
"Draconis Combine"#"Vanern"#160,65#142,4#0,5
"Draconis Combine"#"Vega"#-3,65#107,97#0,5
"Draconis Combine"#"Verthandi"#-55,29#399,55#0,5
"Draconis Combine"#"Vipaava"#61,81#373,99#0,5
"Draconis Combine"#"Virentofta"#200,82#403,72#0,5
"Draconis Combine"#"Volders"#-24,25#294,44#0,5
"Draconis Combine"#"Vorarlberg"#24,52#306,44#0,5
"Draconis Combine"#"Waddesdon"#97,28#90,5#0,5
"Draconis Combine"#"Waldheim"#348,95#130,92#0,5
"Draconis Combine"#"Weingarten"#-19,56#303,05#0,5
"Draconis Combine"#"Weisau"#380,51#135,36#0,5
"Draconis Combine"#"Wheel"#-30,77#267,32#0,5
"Draconis Combine"#"Wolcott"#148,4#340,34#0,5
"Draconis Combine"#"Worrell"#295,49#232,37#0,5
"Draconis Combine"#"Xinyang"#114,23#227,16#0,5
"Draconis Combine"#"Yamarovka"#112,67#276,97#0,5
"Draconis Combine"#"Yance I"#70,42#52,16#0,5
"Draconis Combine"#"Yardley"#167,96#211,77#0,5
"Draconis Combine"#"Yorii"#-8,08#21,39#0,5
"Draconis Combine"#"Yumesta"#171,35#227,16#0,5
"Draconis Combine"#"Zalaf"#391,72#214,12#0,5
"Draconis Combine"#"Zlatousi"#431,1#221,68#0,5
"Capellan Confederation"#"Acamar"#39,9#-38,86#0,5
"Capellan Confederation"#"Achernar"#77,98#-32,6#0,5
"Capellan Confederation"#"Aldebaran"#25,04#-64,94#0,5
"Capellan Confederation"#"Aldertaine"#45,12#-192,73#0,5
"Capellan Confederation"#"Algol"#65,46#-68,33#0,5
"Capellan Confederation"#"Alrescha"#85,28#-49,81#0,5
"Capellan Confederation"#"Altorra"#-2,87#-265,76#0,5
"Capellan Confederation"#"Ambergrist"#84,24#-259,76#0,5
"Capellan Confederation"#"Andarmax"#-3,39#-389,9#0,5
"Capellan Confederation"#"Arboris"#43,55#-51,9#0,5
"Capellan Confederation"#"Ares"#96,24#-175,52#0,5
"Capellan Confederation"#"Armaxa"#107,45#-207,6#0,5
"Capellan Confederation"#"Azha"#54,25#-51,9#0,5
"Capellan Confederation"#"Bandora"#13,3#-178,91#0,5
"Capellan Confederation"#"Barras"#21,12#-357,3#0,5
"Capellan Confederation"#"Bellatrix"#54,77#-354,69#0,5
